u.userId,u.profileName,cnt
A2G51QSW9WB8I7,Chip,12
A3CGH95G4EDJVT,A. ODELL,12
A2Y25CETATCG73,Tre Thomas,12
A12NJRKBGWB5WZ,Scribe1955,12
A321FH2XSBYMLD,Connie H,12
A19KBGKBBIPMLC,timcallicrate,12
A5GIYITYJPWN1,"L P ""lilip""",12
A1JW82ZFVKWOPE,"J. Engelhardt ""The Reading Witch""",12
A2Z7T96L8XQKOG,S. Zmek,12
AQNWO5ZIDZ6T3,drains,12
A31YA1MBFRJ3H,Priscilla Cooper,12
A2214CWPRAN3CE,Dorette I,12
A2VMSNRZQ5LJW4,Saundra Goring,12
A2CGKY8EF1A11,DeAna,12
A2DQ1N3359ZUT1,Tom Ames,12
APQ9Q8GPW9R25,C. Nichol,12
A1A33JWVPGYWSF,alfren,12
A9HXSNOD2TQR1,Lisa Wolf,12
A2T1BY3KU4FM4D,"Annette Moschella ""winexpert""",12
A3QLAOOTFEHCJI,M. Oleson,12
A3TFH2FNNAL95G,frukeskybaggis,12
A2WLR0TF6XBMU7,"L. Com ""Lauren J. Com from Albany, NY""",12
A2E6UNBRAOJZF1,"bkgrigsby725 ""Bonny""",12
A3IFEDHJ2O2W40,theresa,12
A2EMTQ8LFMAGNH,Miss Jan Marie,12
A246QH401YFAS2,Jessmoe23,12
A24YKEGMKY6WQ3,Loren,12
ANUIWYH9TZTNV,Kelly,12
A9JOT827M46WC,V. Bettencourt,12
AWJHCDC5DFOSS,"Debra Watz ""Watz""",12
A2TZNWPMD3I0QW,Debra Shigetomi,12
A33X5YSRG6YRQI,Cory LaFerriere,12
AZ3A7XWKJ5JSS,"K. Gray ""Library Addict""",12
A2KQ9FU7M6IX2X,"The Mariners Fan ""Eriko""",12
A6583TDP7J9ZF,Shannon Cassul,12
ALP20HUCRI9VA,M. Potter,12
A2M5FUFYQM5HFG,VanessaP,12
AKVPM876CMYGH,hondacow001,12
ACFXXSSFH9CWO,Dolwyddelan,12
A1JWWVW9VPTLDE,gypsygroucho,12
A2DO5MHULSRL8O,mike_wood,12
A2AG1HX4S11ZOW,Fostermom2010,12
A27Y6B5WSR9BBK,Linda Robinson,12
AJFQYHQVBJN5M,"Brittnee Laverty ""Brittnee with Clip This Not...",12
A201BBAMNBP1FI,The Wizard's Baker,12
A9DQ19GSW6Z98,yoyo4848,12
A22GJF3I7Y5JJY,mcroft,12
A2BCB516A8HV6K,Greg Michaels,12
A32AOLANE2Y6R9,Tisha,12
A1VP2TWZD6KSFC,Mike Virgil,12
A3LONMU55RH179,uzitouzi,12
AY97N3ZF3UWAN,Gabby,12
AYNNJMWTNU064,"Phillip S. Landon ""Music Man""",12
A114XQ5NYCAL59,"S. Oldacres ""reading for pleasure""",12
A24ZUG8EL6KM0E,Sherry Z Brunkhardt,12
A23QO0QGFZ0FRL,"Kitty Murray ""blakes_mom""",12
AK12P9I5UPRZW,Ex-pat Brit,12
A2AVOVUTRTABTX,"K. Schrecker ""KJS""",12
A2LIQFWI245Q03,"Shen Hua ""the Magnificent Sound""",12
A2FYN32QRZGGEU,Jackson,12
A24SP9OBA2OO75,D. Ferrari,12
A2GVSVYDG5XJ0W,"E. Hamilton ""sasha""",12
A51KRJJAWVR5H,alb304,12
A18OTLJCPKDZZB,"Stephen A. Kallis, Jr.",12
A3ELTMSF32ZE41,"D. Fancher ""Monty Snake""",12
AUDBXOJAP7EXA,George Webber,12
AM6S6B3WKXVR5,Island Dreamer,12
A10A1VV42TMBRI,nycchic120,12
A2QTJHELEWCJJX,"ASHLEY ""ASHLEY16""",12
A1X4H0NS0JB5OB,Eugene Le Clude,12
A3315DGIMMGDKH,alawisciousexpialidocious,12
A1ZHO9H5LPGTCZ,Lexxuz,12
A14SHP1M5EDZ3C,bassslappa,12
AN7L19AAVZZQS,brigitte smith,12
A2K4XUTGYXMDUD,"Joe ""Live, Laugh, ROCK!""",12
A1K0UT3GA4QQG5,Roberto Vitale,12
AYJ9PIB45B4I3,B. Shirts,12
A2KY5XMK6J6FOG,Q,12
A27LZIKD0UGK4W,dvd dj,12
A1DJ7D31UG6RSF,Chase A. Cowan,12
A19MMYMZO363KM,"Lincoln County MT ""Focused on pinecones""",12
A2GEZYMCO3L15U,D. L. King,12
A3IUYAE9HLH2MM,AC-REVIEW,12
A307SQJQZ6FBEX,Pk1305,12
AW1493ZQTQ2ET,Irfan A. Alvi,12
A18DZNMHLC68RZ,"D. Morse ""adventurer""",12
A12RM9TF8UDW0W,Victoria Warren,12
A3EIUP3RXTG6UG,Victoria Evrard,12
AYY2WNFRIGFSF,"Me ""cookiecrumb""",12
A36SC2CHZGSJR5,J. King,12
A27ZCJ7S25W86P,Donna,12
A369SQ6E2IP3G5,Susan Shams,12
A1FQMADI3KP4FH,Playingpossum,12
AASUCLSO70JW8,Patrice Farmer,12
A3LC14UE8JT137,TheShape31,12
A3M6SZX3ZWNUSJ,Ben,12
A1PA2QKU3GFS1Y,E. Nottingham,12
AVNYDCM0EKLV9,"D. Olivo ""Deb Olivo &#34;Avid Book Lover&#34;""",12
A1U8EYX2G23TR5,Paula Batts,12
A294J1XAEPYAX4,"G. Dillard ""ATL G""",12
A2LP1ZP8E7UQSC,Doug,12
A4ZQZP41D95JO,Chad Varnadore,12
A2WSI5ZU41O8ZA,A.K. Stein,12
AW2T8UZY65P2I,"A. Harbison ""Art""",12
A2AXWN5G9ZH0GH,Ambular,12
A1ALOIPRR8Q06J,"2 cents ""meaningless memes""",11
A2GWS96W82SPZS,"Greg Lee ""KRL""",11
A1QLQNTDJZR0AJ,"W. Dunlap ""HighTechGuru""",11
A3LF914GG87TWP,"K. Sozaeva ""Obsessive bibliophile""",11
AXQ8T2D9IT6UG,"M. B. Alcat ""Curiosity killed the cat, but sa...",11
A3UWRNANSWCXW6,Terry Nightingale,11
A24RT6AVJXJZHF,"John P. Thiel ""John T.""",11
AVL7K6PRM7NS9,C. Potter,11
A37VSZ4VFBRHL3,Matt,11
AU8552YCOO5QX,"Joe Mac Guy ""NA""",11
A250NLKA7RZ02C,Joe,11
A3PHWJQIT0LE7W,"sunkmakicima ""sammyshirt""",11
A3SH9XRYW8UZSL,Mr. Know-It-All,11
A172S2B4GSG3ZL,"Robert P. Mazzarino ""Muzzy""",11
A3IYMTJQC9TSLG,"Matthew G. Huntsman ""isak""",11
A18Y9IUCSUWZ6Z,Terry A. Strother,11
A2KUA65EBDDOA1,Brenden Sullivan,11
A3CK13EMSNRNEL,Dana S. Bricca,11
A277OJ9IYQHH9T,"HarryP ""HD DVD guy""",11
AFM9DJYPNM7VT,"Goldencat ""Carla""",11
A34X08FYG8LTQN,ELIZABETH Z. BECK,11
A3JVO48NCJOAWD,Kathryn Bristol,11
A1ZL6O24VXF0I1,Diatonic,11
A3PNQW1193R7ZV,K. Nelson,11
A24JYIPK6RITTF,"Judith L. Kregg ""Miami Native""",11
A1N847D5SJHVY5,"CKH ""CKH""",11
A30TK6U7DNS82R,Kevin Killian,11
A2CULHGPFHHSZ9,Lisa Swan,11
A1AFMV93IEGX47,Marvin O. Modeen,11
A1LC7BJPPHN1IE,Kristin M.,11
A31MX7DACGR5V0,"Eric Cole ""Nerdfighter since May 2008!""",11
A1DYCJYYQCOVSC,Carol Lalumia,11
AJFS7QI3TOWWJ,K. Beam,11
A11G5FN9FTO6RG,"James F. Todd ""floog""",11
A3AB80LRDROJPZ,"JeLoMo ""JeLoMo""",11
A38RRXO75DSK92,C. Spellman,11
AE9GUE3HHOX3U,zooni,11
A1Z7V65GIRXPIA,J. Kokoski,11
AJMU8VVFKMZI4,nodice,11
AQ5QPZJWDTRZI,"Daniel C. Breyfogle ""Dan B""",11
A85W4YTBW5P67,"Kenton J. Sallee ""wontonotnow""",11
A3GIAWIUOE23V,Lauretta Reeves,11
A2X6BVEJCF0Z0U,"Jennifer Benson ""Arkansasgal""",11
A357I8ROJVUY5O,"L. Maynard ""larry j. maynard""",11
A3F61C6GEAYXC3,"Green Mtn. Man ""HD DVD Supporter""",11
A14AD0NQTRVVJC,Patrick J. Sullivan,11
A4PSEQNBM5YUN,D. R. Ferguson,11
A2SOYHPXS1L4J6,Randy,11
A35BSZORDA51XD,J. Newton,11
A2UJFZWMCRW1CI,"D. F. Windbiel ""Dave the Smartass""",11
A23FP9TTAVHT8D,"P&B ""P&B""",11
A344BLR99EB41J,"S. Davis ""sdavis189""",11
A12E78L9515IF6,Husam J. Alnajjar,11
A3UT05OPWETMKJ,Jax25,11
AJF4AYE14M5P0,Kevin Ryan,11
A3GC13CF19R08V,JenJen,11
ARIYG8Y591CA0,L. Chapin,11
AWNLFO6EK3PAP,C. Burns,11
A1AYN3IIUNQCIA,"Melanie Edwards ""book worm""",11
A1BJWFK932ORD5,"Leigh Ellen Tanner ""lelle76""",11
A2EV2FJNY44YEQ,Kim R. Taylor,11
A91XE2UVTIZRU,"Robert Gonzalez ""Bouncer""",11
A2VDM1BB3TXYQ0,"Richard Lionheart ""James""",11
APIDQCM7FZSD7,"Joseph Coolidge Shaw ""where_is_it""",11
AO7SW2MD2X03V,Bingaman,11
A13D4E28S63SYF,"Ron ""true faith""",11
A2GYC84FR61DOQ,"User ""33b""",11
ARWGWAPEEF6E0,E.S,11
A13BJ2AWCYRI6W,John E. Stewart,11
A2Q9CYUZ3MWU7E,Dauthor,11
A1RQLOJCLSUHWX,Elizabeth,11
AICER3G2CRKOK,Cynthia,11
A3W3OT2ZMF43N6,Rebecca S. Hunkele,11
A2F589AW7VANIN,"MAX HAMMER ""midnight reader""",11
A1XWQ13VJDOQ7C,"eternal now ""roejoerrer""",11
A1G5JIB7FS3P1E,"Brenda Huston ""Book Diva""",11
AWNNUZRQPGBVP,Marily Clark,11
A26IPRSZ2TA8BF,"Cherie L. Debevoise ""Majik Rose""",11
A16MSP8HSYFRYR,Samuel  Hickman,11
A30LMTLC9XVWKJ,Only-A-Child,11
A1TYKGNEBYLWSG,Grimes,11
A2CT7JB7XQ4OYP,"Luis R. Hernandez Baez ""Roberto Hernandez""",11
A3S93BJ3CRCUI1,Allen,11
A1BJK58PEJE0YT,Rachel Wheeler,11
A2T269H5H314XY,"B. Douglas Swiszcz ""DVD Dougie""",11
A1E50ICMSED8M8,"Tara Rowell ""Harry Potter fanatic""",11
A1KIXUIRDXI1O7,"Velouria ""girlnouveau""",11
AY1C68BOI7OJT,"P. A. Hesse ""patriciaisgod""",11
A36OYCXB5GQFIM,R. Pottkotter,11
A1SRJSP3K6DP6C,Morgan J.,11
A2TP6NFFEAN5DL,Rachel M.,11
A39YRTES2THNRX,"Regina ""Steve and Regina, movie & book & anim...",11
A2NKV66MUD1ZCP,Timothy H. Kennedy,11
ATXL536YX71TR,"KerrLines ""&#34;Movies,Music,Theatre&#34;""",11
A1UNRCCOQ1WV0G,K. Medlock,11
A3ELCTZ225DVJZ,Mrs. Sharon L. Johnson,11
A1FSMOIOCCVJH0,JACT,11
A3RXVRLJKC340N,Gene P,11
A3EIRO7D7JH590,Rosemary M. Reese,11
A1WYAIYWWFS83M,"Robert L. Quade ""book""",11
ASB7N755S4EVJ,Luscha St Louis,11
A386GKLWYGRY52,M. Monahan,11
A2AAHVC9E2Y7JL,Mike,11
AE6EH53KNHTUQ,A. Tongyu,11
A238N7GOSTI1U5,"Sharasa Kerbouchard ""luv2run2""",11
AAXXE7X01EPR1,L. A Leporati,11
A2L6YIH0Y9WDZU,Natalia,11
A3EOXIMQEFM4PC,Irish Sharky,11
A1LHPZYIAF3COL,Mr. Borderman,11
A2YUCR512YQCP2,Descent,11
A633NIAR4JJAR,"Dr. Marc Axelrod ""PM""",11
A33GS00G6DUY56,T. Keith,11
A2IJLK8YF4M84O,K. Ives,11
AAH2D6P1O5FNG,"Desir le Monde ""Bekah""",11
A2WC4J5N50FTDS,"T. Perry ""T. Renee Perry""",11
A2GBJQ9THOYDAJ,Michael K. Smith,11
A3DON3V240N5PH,"Sugar Three ""Austen Reader""",11
A1FV4PND1TPI8B,K. Petralia,11
AMI795R6FD2QV,"Alanna P. Ruvalcaba ""anthro freak""",11
A2AWVIEY8W779G,Sylvester Garland Griffin,11
A3IY73JV4EV6J3,"Thomas E. Potter ""magicman""",11
AU4DZSYE1UEAI,Jamie Lynn,11
A2FF51S1P2XN87,"Christine M. May ""HappyMama""",11
A23U0KDALW0IVW,P. Baiz,11
A1PDVJ5WDIXT04,K. Wilkinson,11
A3CD85FUXQ88YK,L. Slykhuis,11
A3AJFFBH9ZBBQG,"B. goodride ""B. good""",11
A2WFC8MIS6FLMH,Mary J. Bucci,11
AL0URWP8JCRJ,Thomas M. Knapik,11
ASWB4QCJXL764,"C. Ringsaker ""tale talker""",11
ABIDZO0JPK2H4,Todd G. Marcotte,11
A2GW1DBM406VU1,"Jarrett P. Suhr ""naraku junior""",11
A18IIIMV6JYSR2,"T. Adams ""bizzyreading""",11
AD48ZJL2RFKNE,Amber Elkington,11
A2EHNH3TPG8DV5,M. Badzinski,11
A289TL1UHND2OF,Lorena Bortz,11
ACNQ7MT3O5U0J,"Rhiannon Ezrilou ""Storyteller...""",11
AXR2X23KR20M4,"G. Mays ""GRM""",11
AOKYFME28UWF9,L. Martin,11
A3SUA5M0CL7WDX,"Fanny Karina Castillo ""Gadget Lover""",11
AD8AOIBHK1UC7,"Jack Cutter ""JC""",11
A2O0KQM4BZRGYD,"Nikkithegreek ""one is enough""",11
A3KTNO250ZN30F,"J. Gaylord ""Cyberwolf""",11
A32DKR89GACDGG,pasty24,11
A1EOUZPGG3OFS7,Nancy M. Thompson,11
A3I24AUF21X6O6,Luke A. Hogan,11
A4ULQFULFRI79,"Diane A. Carenas ""diantenis""",11
A2TEAQ7XD3B11B,"LadyHawke9973 ""LadyHawke""",11
A1TIN7XOX9HB03,"G. Buck ""istari12""",11
A195ND08U5BAXT,budgiebaby,11
A3RC6IPX2KRAQQ,C. Lawler,11
A36SEDZRTDRHSQ,Kevin I. Medley,11
ARJIAB8SLWAOU,"George Buttner ""Agent0042""",11
A3SZH5F79GKT18,Akimon Azuki,11
AQUVTQFFXP4AC,"Andariel Halo ""Disillusioned Smark""",11
A3N6GAJTEOF4MO,Steven Stewart,11
A98ELMXWUKHUY,"Peter Scheldt Sr. ""Donna""",11
A10BT85QEKBZNZ,SMS CA,11
AOJKMDT0WF2US,S. Brown,11
A3EWKJ9GFDO05P,M. Acors,11
A3PD5CA1H118BI,"MovieFan37 ""MovieFan37""",11
A1QUSSA5HREF7F,Namrata Singh,11
AAQTVVUDINM42,Shepherd Book,11
A2YPPP7CNSEOG7,"scgvegas ""scg""",11
A1ZF0I4VM57UU3,"R. Faw ""truth seeker""",11
ACM4YYU173MBK,C. A. Judd,11
A2QFVBCN8ZX1NO,"Fausto Gamboa ""Xaviercito Ecuador""",11
A3SR7FQBBII88I,Dr. Thomas R. Reich,11
A1BU237PT26N5J,"glo ""glo""",11
A13EXY0EXYSGXS,"S. Mapleton ""kiddr""",11
A3KZWUWTNTY9BL,Jeanne O'brien,11
AGW741L9RV1N6,"J. Ross ""JWR""",11
AY8PT7497XP9Y,Paul A. Hernandez,11
A1V85NTO3HND4G,Jibaro,11
A1845IJB63D5H7,"Mohamed F. El-Hewie ""Mohamed F. El-Hewie""",11
A1MJMYLRTZ76ZX,magellan,11
A3VBX7VFEJEN99,Jaymie L. Sturtz,11
ANUXPMJDAV04F,beachbratt,11
A18TQ14LEOJMK9,Peter Nagel,11
A2B7XJ64M1BB7,Kevie,11
A206CTE9J46U9I,J. Arose,11
A2U85K5CHV7KS3,"James Szecsenyi ""Feist Fan""",11
A2ZJM9BB4US1WZ,Harrison Gordon,11
A1EDXGEINWBZDV,RENATA,11
A373XN4B22SREH,Robert J. Stephenson,11
A1L683QLZEJ8A,kristalann83,11
A27U2GKZ7SXU5C,Edi,11
A391BK22TCPSLK,Jason Winningham,11
AZUB9NYZHHW31,R. Palone,11
A2LKO6MY82MVQ9,Older Fan,11
A186ZAYP2L4CDZ,"Nancy ""Stepfordmomto2""",11
A3H6JJCM19UV5O,MPE43,11
A3572FTYUQQW3P,Royce Callaway,11
A22JTMMCMDX8ES,"Bartley R. Darrow ""Hulkmania""",11
AU1AO9RBT0XG5,Karkey Flynn,11
A2SRXNXZSXTEPD,B. Rossiter,11
A2556JDR1JTVEP,"M. Eilman ""Fantasy Fanatic""",11
A29LK7QM8XVLCK,J. Conaway,11
A35ARPUL3Y9INL,Emlyn54,11
AKUJQJDRIIF1C,"T. Jones ""eduk8d_qt""",11
A2Y3CWITEF9JGY,"JP Salazar ""Web Developer""",11
A392BU15592V2V,Alfred D. Byrd,11
AS29VXOSGNSWH,creativedawn,11
A1R0K4OKFABEF2,"C. thomas ""cpt0562""",11
A1OR6NS9LHW525,D. Lynch,11
A9FFDAJ95OPV6,Canis Diligo,11
A1NATZSRSNHTK7,"K. London ""Harry Potter fan""",11
A1LE79HKL5G9C6,Rob6965,11
A3Q1T3NNWHX99Q,Demji,11
A3HP9JNRHOA5CW,William James Taylor IV,11
A2PC1R3GA7Q9O9,"R. Abarca ""Amazon Junkie""",11
A3L7LN7YD9EKKL,"Paul Polonskiy ""Watching the Watchmen""",11
A2GCHG6U8HTVIT,C. O. DeRiemer,11
A14RA6F990CWSA,"Louis G. Pecek ""Lou Pecek""",11
A2D6C3O64KEJ6I,"M. Szente ""HarryPotterFan01""",11
A2JNHYJQM3LF9E,B. Bradley,11
A2XTSU03GULU9Y,Heidi,11
A3F6O9EE6JOTH1,Chad E. Munn,11
A28YNBZ088IDD4,D. Amato,11
ABLG6NSDF6A7R,Sarah Lazarus,11
A262UKPFX80U7D,Janice Pence,11
A1WAMVN21Q7GHY,muntu777,11
A2Y8DPOABNLKSE,"Mr. Randall William Wilcox ""Movie Man Man""",11
ARDMMMPQM79HH,"spellbound ""spellbound""",11
A2Z44AN3F2IN61,D. K. Stokes,11
AUZWQKUMMW4A2,"Darren R. Zane ""Occasional evaluator""",11
A11XHUHGDYAKQF,"Charles F. Heinig Jr. ""charl99""",11
A34X9EZTTQR7R7,"MK ""Hussar""",11
A1PWCFNASGOWEB,Avia,11
A21BUMGNV9JRM9,"Janice Matulis ""Packer fan""",11
AYI4GC1B5OEU4,jessie,11
A30AHM5VJ3SXY4,Robinphx,11
A2WBVR359RBFXB,"Gene Kodadek ""2handband""",11
A46HA537BVC82,B. Kunnari,11
A2ZHH7AK83JB5G,"Susan K. Schoonover ""Sue Yingling""",11
A3RFYDNJNZXSDV,Purplerains,11
A2N8AFQV49WYJI,"Don't tread on me ""Defending the Conservative...",11
A15DZK0I69HP0G,Eric,11
A3C1N5QS5I0XFE,Peter T. Kupfer,11
A2X7NBUETXC19E,Justin G.,11
A1NC477I5AHP2H,D,11
A2B9CNO0TW9QBP,Sen,11
A35R5A5PN4SZUL,J. Gardner,11
A5CWLQF6QO3CN,"Tso Haven Hei Wan ""Havenough Dupont Randall-B...",11
A164D2I3CT3LLF,J. Silberman,11
A3ATBTTHC5307F,J. Bowen,11
A1ZHULO0JHVT32,"njdj ""njdj""",11
A1ZQITHZYQFPKK,"James P. Kelly ""author, The Sibyl Reborn""",11
A2KXYGIZI4I55D,Romulus,11
A10EKYKJ1GBILJ,J. Curran,11
A2OCAHFWBWB6T6,Shredd,11
A3E1KL2N4ZOQ8W,Pool Enthusiast,11
AZ5Y4S6VH2IR7,"Philip Storvik ""Viking brewer""",11
A182FGLNNNHDVU,Ima Critic,11
AG1EAX7BFG6UI,superflylinz,11
AS6NZZ6VVZ0A7,zoochick,11
A2JBZHQVQF7MV0,Sherry,11
AZC66JTJU3ICQ,Cindy,11
A23CM8YVIHXOUB,hamtown girl,11
A22769NKNZ22U2,Sweet Mary J.,11
A1AISPOIIHTHXX,"Cloud ""...""",11
A3A2HQLE6FZ8X1,Ryan Rowley,11
ATC9SAA8MO509,"Daniel Martin ""dantheduckman""",11
A3LGT6UZL99IW1,"Richard C. Drew ""Anaal Nathra/Uthe vas Bethod...",11
AAGEP9MCQMDR5,Christopher Gibson,11
A3RXG20IE7WDO0,"Alaskan Photo Workshops & Tours ""Visit www.Ph...",11
A2RFQ7COLF5HTM,K. Pantle,11
A3K5R5PNIJWC9U,"Lisa Keifer ""Must love kids and dogs""",11
A2EBKJDM0QBLK6,Esteemed Protector,11
A2XG8HBX34D5Y3,"Mockingbird ""mockingbird""",11
A2C79XQMFDJ76P,D. Yuratovac,11
A1VIUF5N9TFCDY,Kathy,11
A3SY7O4SOC5G1X,"All Access Customer ""Billman""",11
A2ILFRZXYZ2KZ2,"Dennis Blount ""BOOK FANATIC""",11
A3BQ3OOLWF5JUL,Bruce Wilson,11
A38RO46GVRD56P,"Linda ""Mom of 5""",11
A226TU9AU7M87E,C. Schelle,11
A1P6MYW4SOP4ZK,S. Cierpich,11
A3MKAGQLQIAXZ6,"M. Pepper ""~lovely~Alia~""",11
A1M3V6UB2NIZOG,"Erin Kesseli ""sour pineapples""",11
A3KJ6JAZPH382D,"Tim Brough ""author and music buff""",11
A3IR7DUHQQSD2H,John Pearse,11
A3PBH24FON18F3,"K. Obrien ""Mom""",11
A1LYPI3QNADOIH,"John Queue ""George Van O'Brien""",11
A30WGHOBPIRXNA,LordDwar,11
A3CS4K0PWW6YKH,Glenda A. Coronado,11
A2YJTVN5COGST9,R. Mathis,11
AJU3VJVDG55PJ,Vicky S. Clerget,11
A1E64L5DVQ1KSQ,"Rebekah Moss ""crazyfungus""",11
A2J8N89UAL2NLL,DKD,11
AR5FB1K7RAETW,Charles Struble,11
A279DBUKL45X4W,N. Becker,11
A28LMGTKYOQRSQ,"Laurie George ""Laurie G""",11
A2USVHCOY1FMO8,Mavis,11
AFSNVVTKUQOIO,Katherine M. Burrelsman,11
AD86NLFEXDNWD,"Eric B. ""Eric""",11
A8OVWT4S72C2L,"B. L. Lautenbach ""barbaraleekat""",11
A202OI1XW93JN9,"K. Elliott ""eBay junkie""",11
A3BYPR9HFYB03P,Emma Todd,11
A355WMP0CQBJFX,horrorqueen,11
AS1E1NCE8ZGY9,Jennifer Decoster,11
A28JTVP05KZRVU,Karen L. Cortez,11
A2A6ISVC3YKKCI,"Leslie Vitrano ""gluten-free and happy""",11
A1U8BA15H46BHL,"Melanie J. Schnieders ""darknightsky""",11
A18W6JE3GFSD5I,Nick H. Terry,11
A2GY5L0Q38CS24,Elizabeth C. Moultrie,11
A26QZEGMXSWPGD,T. Portoles,11
A24A2CVZHPPYUX,"Yvonne D. Benner ""Slydragon""",11
A56U3JJ96FK3J,"Holly McNew ""katbutterfly""",11
A33CXLUD3WT0P2,"M.M. Bryan ""M.M. Bryan""",11
A91P8ERVQGRPN,J. Kubajak,11
A9DAMZKGSTH2D,Barbara Anderson,11
A1BQJOJLF8S4JG,"Neil Fusillo ""j-random guy""",11
A3ALVRI9NP30GC,B. Kinser,11
A2JNMYJ8L79T7Q,K. Ross,11
AQX1TTGUYZOCA,"Juliette E. Cole ""Julie""",11
A2NLE47MPZR7XT,"John M. Dockerty ""18th century history buff""",11
A3G3YYI8T09KIW,"country boy ""country music lover""",11
A3ONQIS5AWXJY7,T. Earnest,11
A1KT82FGPLEZXC,Heather D. Shelton,11
A3NWU6APWMGFFZ,"Sara L. Wing ""Mimi""",11
A1UUXJZCHHF8QE,Suzanne M. Maxwell,11
AH95B07Q298NH,SA White,11
A2B45VMSB1BAB,Sheri Utain,11
A1GEKF4IB3AN0H,E. Raposa,11
AIT3WEG0D7812,Ronin,11
A2VTFVNWGAEMJL,JD,11
A1EVV8DZBZ1DJ4,Cody Ritts,11
AW99SBGWEXP0J,Michael Zuffa,11
AT21EQ9YNRTYK,"Joyce M. Brown ""Book Bug""",11
A1H8JW48NF6AJO,"T. L. DeLong ""Potter fan""",11
A1I2VQXAUF1S9H,C. M. Nichols,11
A2VNHNS58QI0NO,"Betty L. Wilkins ""star gazer""",11
A1NGNHDWJTB739,"Kenneth W. Vogele ""W6KWV""",11
A3ABM1U2CE12FJ,3ofSeven,11
AXVDEUXQEN9D7,Julia Ann L. Ogorzalek,11
A163RQ23YFMWXM,"Chris Oden ""songbird""",11
A2CEWONWPCHDYR,gjgahan,11
A1T5O96OES2D51,D. Yorgensen,11
A2PC7PFIXT5RRZ,actortunerfred,11
A8ARHRAPB54FZ,Darrick E. Oswald,11
A2DYBPPN81TBOL,"G. M. Cromwell-ellis ""Gail C.""",11
A3OY8ZCMBB4E3N,Blanchard M. Guthrie,11
AYL6M34SH6VCD,Caleb A. Andersen,11
A17NY49CSCJZP9,Anne M. Mcclelland,11
A4ZB0A6NOMIHO,Gaella,11
A2AWZGR9XGXVSU,"G. Ruggles ""bookerg""",11
ABRWPWRZUCPEX,"M. Harlan ""Movie Watcher""",11
A3VWV1O62VNYOY,"Edwin T. Askew ""ETA""",11
A34VGIC0700893,Bonnie Mccune,11
A3F5PI5IGUOJ5J,C. M. Guzowsky,11
A5BC3V8ECR3FG,S. Hinck,11
A1JFRHZO4JU4IX,L. Dasunta,11
A2J76GIN2BWPPM,Susan Maskell Alexander,11
A1ZHIJQQX5H5JI,David Burgess,11
A2TJJK7DUX4VTZ,"Paul R. Marseillan ""Paul Mars""",11
A2YEH12DPRUXJZ,betsy,11
A26FQLXJRQUNFY,Shirley Grady,11
A1X0G4EMOYYVZU,Ronald J. Wagner,11
A2VFQ9BWRZZYXT,"Pamela Barr ""P.M.Barr""",11
A22Z70ND9JXMQL,"(not to be confused with Simpson!) ""Bart P.""",11
A1LFNKKISZENDK,"Paul Mckibbon ""Salem Monarchs line coach""",11
A2DM5G2VUPIURM,Janet Hannon,11
A27EWZO2SGGQRW,"E. Teal ""HP Fan""",11
A2ZM5LFJLZHJB4,Kerin W. Forsyth,11
A1WR7LQM2UA1JY,Madeline J. Bresllin,11
A3QVWF4JDDH5GU,"donna morley ""bell""",11
ADI7EEK65F3QE,Matthew Mccarrell,11
A3N9V8ZUA2MKJC,Emily Gillis,11
AY0QXNZ5IHIIO,"Kory J. Klimoski ""katar""",11
AY1AHKE9VXQKX,Erin M. Gourley,11
A2NBMSFRJ7TGLY,"Shelley Cochran ""myzookeeper""",11
A9B01TZV93Z1A,K. Watson,11
AILANM32JU8X3,J. B. King,11
A2AV4F7HRQS8WZ,J. Janks,11
A341VYUW684OFY,"L. Gordon ""voracious reader, cat lover, grate...",11
A34NAF197AKUDN,"Nadine Harris ""Really Old Books""",11
A1SFOS50LQ6A2K,"Frank ""Avid movie watcher""",11
A2YYH1ZYFRNKV7,Wordsmith,11
A20WQB8W2OO6V,Marsanik Lapp,11
AKYMIXKCAPIH1,Erman Williams Jr.,11
A2U0F0HR6U051B,GTCatalyst,11
A32FBPJUFX7ZRY,C. Duggan,11
A2C586PCEVNUNJ,"Debra ""Annia Smalling""",11
A2ZO5KOA9Y1QJS,Keith W. Kerry,11
A2W8RWD3CFZGQ7,"Kay L. Kennedy ""writer/reader""",11
A1EPPQQS3XEAJN,David A. Folsom,11
A32FZQNQ5C88OD,Maureen F. Heaney,11
A1CRYYYRSQG2CX,Thomas Milton Kreif,11
A3DMW0SB1MVWS2,Hermione,11
A3EWJX7W1X7E79,David J. Smith,11
A2RYA8HTQ5RFJ0,Peter N. Anderson,11
A1GSBWGTUR2TQB,L. Guerra,11
A31XW1RTQ4ZG9W,C. Yates,11
A3HI6RXHZVAMS2,Conservative Right Winger,11
A2B0HTZI7UDF33,Kathleen M. Green,11
A2SDG018SMFWDG,"Lisa Allen ""mom of 1""",11
A23RZLI29R6SJP,"Miguelvicente C. Gatmaytan ""umkg""",11
A3O05COTYP8MBI,C. Claycomb,11
AVAPOEQFWFSSN,R. Long,11
AO06AK43QLDQW,"James V. Ferris III ""webmaker38""",11
A1J4V00B0SSDW7,Abraxan,11
A1XC3JTDGNAS9T,James O. Williams Jr.,11
A28VMFUGCUZK31,T. Napial,11
